yr,mnth,hr,holiday,weekday,workingday,temp,atemp,hum,windspeed,cnt,mnth_sin,mnth_cos,hr_sin,hr_cos,weathersit_1,weathersit_2,weathersit_3,season_2,season_3,season_4
0,6,22,0,6,0,0.68,0.6364,0.47,0.194,187,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,True,False,False,False,True,False
1,3,22,0,3,1,0.46,0.4545,0.59,0.2985,159,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,False
0,6,1,0,0,0,0.64,0.5758,0.83,0.1045,93,1.2246467991473532e-16,-1.0,0.25881904510252074,0.9659258262890683,True,False,False,True,False,False
1,8,21,0,4,1,0.76,0.7273,0.66,0.2239,342,-0.8660254037844385,-0.5000000000000004,-0.7071067811865477,0.7071067811865474,True,False,False,False,True,False
1,7,1,0,0,0,0.66,0.6061,0.83,0.1045,158,-0.4999999999999997,-0.8660254037844388,0.25881904510252074,0.9659258262890683,True,False,False,False,True,False
0,7,15,0,0,0,0.92,0.7727,0.18,0.2985,293,-0.4999999999999997,-0.8660254037844388,-0.7071067811865471,-0.7071067811865479,True,False,False,False,True,False
1,5,13,0,6,0,0.7,0.6364,0.37,0.1343,704,0.49999999999999994,-0.8660254037844387,-0.2588190451025208,-0.9659258262890683,True,False,False,True,False,False
0,3,9,0,2,1,0.28,0.2576,0.28,0.3881,172,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475,True,False,False,True,False,False
0,10,1,0,6,0,0.48,0.4697,0.67,0.3284,58,-0.8660254037844386,0.5000000000000001,0.25881904510252074,0.9659258262890683,True,False,False,False,False,True
0,11,15,0,1,1,0.64,0.6212,0.44,0.3284,195,-0.5000000000000004,0.8660254037844384,-0.7071067811865471,-0.7071067811865479,True,False,False,False,False,True
0,8,12,0,2,1,0.76,0.6818,0.48,0.3284,162,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,True,False,False,False,True,False
0,5,1,0,6,0,0.42,0.4242,0.82,0.1045,58,0.49999999999999994,-0.8660254037844387,0.25881904510252074,0.9659258262890683,True,False,False,True,False,False
0,12,0,0,4,1,0.28,0.2576,0.52,0.3284,20,-2.4492935982947064e-16,1.0,0.0,1.0,True,False,False,False,False,True
0,8,9,0,0,0,0.66,0.5909,0.89,0.2836,103,-0.8660254037844385,-0.5000000000000004,0.7071067811865476,-0.7071067811865475,False,False,True,False,True,False
0,11,11,0,6,0,0.36,0.3636,0.46,0.1045,238,-0.5000000000000004,0.8660254037844384,0.258819045102521,-0.9659258262890682,True,False,False,False,False,True
0,7,9,0,4,1,0.78,0.7424,0.59,0.194,210,-0.4999999999999997,-0.8660254037844388,0.7071067811865476,-0.7071067811865475,True,False,False,False,True,False
0,5,11,0,2,1,0.66,0.6212,0.65,0.3284,140,0.49999999999999994,-0.8660254037844387,0.258819045102521,-0.9659258262890682,False,True,False,True,False,False
0,10,17,0,5,1,0.6,0.6212,0.56,0.2537,563,-0.8660254037844386,0.5000000000000001,-0.9659258262890683,-0.25881904510252063,True,False,False,False,False,True
1,7,1,0,3,1,0.76,0.7273,0.66,0.1045,16,-0.4999999999999997,-0.8660254037844388,0.25881904510252074,0.9659258262890683,True,False,False,False,True,False
0,5,7,0,3,1,0.34,0.303,0.93,0.3582,52,0.49999999999999994,-0.8660254037844387,0.9659258262890683,-0.25881904510252063,False,False,True,True,False,False
1,8,8,0,0,0,0.64,0.6061,0.69,0.1045,124,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,False,True,False,False,True,False
0,5,1,0,0,0,0.42,0.4242,0.69,0.1045,59,0.49999999999999994,-0.8660254037844387,0.25881904510252074,0.9659258262890683,True,False,False,True,False,False
0,10,19,0,3,1,0.58,0.5455,0.56,0.1343,374,-0.8660254037844386,0.5000000000000001,-0.9659258262890684,0.2588190451025203,True,False,False,False,False,True
1,6,5,0,1,1,0.64,0.5909,0.78,0.1343,37,1.2246467991473532e-16,-1.0,0.9659258262890683,0.25881904510252074,True,False,False,True,False,False
1,11,22,0,6,0,0.32,0.3333,0.57,0.1045,145,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,False,True,False,False,False,True
0,8,9,0,6,0,0.7,0.6667,0.74,0.1642,208,-0.8660254037844385,-0.5000000000000004,0.7071067811865476,-0.7071067811865475,False,True,False,False,True,False
0,8,3,0,3,1,0.64,0.5909,0.78,0.0,5,-0.8660254037844385,-0.5000000000000004,0.7071067811865476,0.7071067811865476,True,False,False,False,True,False
0,10,7,0,0,0,0.24,0.2879,0.75,0.0,22,-0.8660254037844386,0.5000000000000001,0.9659258262890683,-0.25881904510252063,True,False,False,False,False,True
1,6,17,0,5,1,0.98,0.9242,0.34,0.194,539,1.2246467991473532e-16,-1.0,-0.9659258262890683,-0.25881904510252063,True,False,False,False,True,False
0,5,0,0,6,0,0.58,0.5455,0.88,0.1343,94,0.49999999999999994,-0.8660254037844387,0.0,1.0,True,False,False,True,False,False
1,12,4,0,6,0,0.24,0.2424,0.75,0.0896,3,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,False,True,False,False,False,False
1,7,1,0,2,1,0.68,0.6364,0.79,0.1642,17,-0.4999999999999997,-0.8660254037844388,0.25881904510252074,0.9659258262890683,True,False,False,False,True,False
0,8,0,0,6,0,0.6,0.5455,0.88,0.0,128,-0.8660254037844385,-0.5000000000000004,0.0,1.0,True,False,False,False,True,False
1,12,22,0,5,1,0.26,0.2273,0.44,0.2985,63,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,False
1,8,20,0,4,1,0.7,0.6515,0.54,0.2836,478,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,True,False,False,False,True,False
0,11,7,1,4,0,0.26,0.2727,0.75,0.1045,40,-0.5000000000000004,0.8660254037844384,0.9659258262890683,-0.25881904510252063,True,False,False,False,False,True
1,6,19,0,3,1,0.56,0.5303,0.73,0.2985,538,1.2246467991473532e-16,-1.0,-0.9659258262890684,0.2588190451025203,True,False,False,True,False,False
0,12,21,0,2,1,0.32,0.3333,0.87,0.0896,63,-2.4492935982947064e-16,1.0,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False
1,8,18,0,2,1,0.78,0.697,0.4,0.2537,818,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,True,False,False,False,True,False
0,7,21,0,4,1,0.66,0.6212,0.5,0.1343,261,-0.4999999999999997,-0.8660254037844388,-0.7071067811865477,0.7071067811865474,True,False,False,False,True,False
0,1,4,0,6,0,0.16,0.1818,0.69,0.1045,3,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,True,False,False,False,False,False
1,12,21,0,1,1,0.24,0.2576,0.93,0.0896,22,-2.4492935982947064e-16,1.0,-0.7071067811865477,0.7071067811865474,False,False,True,False,False,False
1,5,12,0,3,1,0.58,0.5455,0.83,0.2239,245,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,False,True,False,True,False,False
0,12,11,0,5,1,0.34,0.3333,0.66,0.1642,160,-2.4492935982947064e-16,1.0,0.258819045102521,-0.9659258262890682,True,False,False,False,False,True
0,9,22,0,0,0,0.62,0.5606,0.88,0.0896,104,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,True
1,9,10,0,1,1,0.62,0.6061,0.65,0.194,202,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,False,True,False,False,True,False
0,11,13,0,3,1,0.38,0.3939,0.43,0.3582,147,-0.5000000000000004,0.8660254037844384,-0.2588190451025208,-0.9659258262890683,False,True,False,False,False,True
1,11,3,0,0,0,0.3,0.303,0.81,0.1642,46,-0.5000000000000004,0.8660254037844384,0.7071067811865476,0.7071067811865476,False,True,False,False,False,True
1,8,5,0,2,1,0.56,0.5303,0.83,0.0896,34,-0.8660254037844385,-0.5000000000000004,0.9659258262890683,0.25881904510252074,True,False,False,False,True,False
1,5,21,0,1,1,0.58,0.5455,0.83,0.0896,152,0.49999999999999994,-0.8660254037844387,-0.7071067811865477,0.7071067811865474,False,True,False,True,False,False
1,3,23,0,3,1,0.44,0.4394,0.62,0.3284,62,1.0,6.123233995736766e-17,-0.25881904510252157,0.9659258262890681,True,False,False,False,False,False
1,1,10,0,4,1,0.14,0.2121,0.59,0.0,108,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.8660254037844387,True,False,False,False,False,False
1,5,13,0,6,0,0.76,0.7273,0.66,0.194,539,0.49999999999999994,-0.8660254037844387,-0.2588190451025208,-0.9659258262890683,True,False,False,True,False,False
0,4,1,0,3,1,0.6,0.5606,0.83,0.2537,17,0.8660254037844387,-0.4999999999999998,0.25881904510252074,0.9659258262890683,True,False,False,True,False,False
1,7,0,0,3,1,0.72,0.6667,0.58,0.2985,66,-0.4999999999999997,-0.8660254037844388,0.0,1.0,True,False,False,False,True,False
1,9,21,0,1,1,0.5,0.4848,0.51,0.1343,256,-1.0,-1.8369701987210297e-16,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,True
1,9,12,0,2,1,0.62,0.6212,0.43,0.2836,302,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,True,False,False,False,False,True
1,6,12,0,3,1,0.76,0.6667,0.29,0.2985,322,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,True,False,False,False,True,False
1,1,0,0,0,0,0.16,0.1364,0.47,0.3284,59,0.49999999999999994,0.8660254037844387,0.0,1.0,True,False,False,False,False,False
0,6,2,0,5,1,0.68,0.6364,0.69,0.1642,13,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,True,False,False,True,False,False
1,6,7,0,1,1,0.66,0.6212,0.74,0.2239,485,1.2246467991473532e-16,-1.0,0.9659258262890683,-0.25881904510252063,True,False,False,False,True,False
0,12,18,0,3,1,0.26,0.2273,0.38,0.3284,169,-2.4492935982947064e-16,1.0,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False
0,9,8,1,1,0,0.66,0.6061,0.78,0.194,101,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,False,True,False,False,True,False
1,9,8,0,1,1,0.54,0.5152,0.77,0.0896,683,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,True,False,False,False,True,False
0,8,5,0,2,1,0.7,0.6515,0.65,0.0896,30,-0.8660254037844385,-0.5000000000000004,0.9659258262890683,0.25881904510252074,True,False,False,False,True,False
0,9,5,0,2,1,0.54,0.5152,0.88,0.194,22,-1.0,-1.8369701987210297e-16,0.9659258262890683,0.25881904510252074,False,True,False,False,True,False
1,1,22,0,5,1,0.36,0.3485,0.5,0.194,135,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,False
1,2,17,0,2,1,0.42,0.4242,0.38,0.3582,523,0.8660254037844386,0.5000000000000001,-0.9659258262890683,-0.25881904510252063,True,False,False,False,False,False
1,4,22,0,2,1,0.44,0.4394,0.35,0.1045,157,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,True,False,False,True,False,False
0,5,1,0,0,0,0.52,0.5,0.55,0.0,64,0.49999999999999994,-0.8660254037844387,0.25881904510252074,0.9659258262890683,False,True,False,True,False,False
1,3,16,0,2,1,0.62,0.6061,0.66,0.2239,431,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,True,False,False,False,False,False
0,8,10,0,3,1,0.76,0.6818,0.43,0.0896,118,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,True,False,False,False,True,False
1,12,7,0,6,0,0.36,0.3636,1.0,0.0896,39,-2.4492935982947064e-16,1.0,0.9659258262890683,-0.25881904510252063,False,True,False,False,False,True
1,2,8,0,4,1,0.2,0.197,0.64,0.2537,484,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,True,False,False,False,False,False
1,3,21,0,6,0,0.54,0.5152,0.68,0.1642,223,1.0,6.123233995736766e-17,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False
0,12,13,0,4,1,0.46,0.4545,0.63,0.0,188,-2.4492935982947064e-16,1.0,-0.2588190451025208,-0.9659258262890683,False,True,False,False,False,False
1,11,1,0,1,1,0.3,0.303,0.56,0.1642,8,-0.5000000000000004,0.8660254037844384,0.25881904510252074,0.9659258262890683,False,True,False,False,False,True
0,10,18,0,5,1,0.56,0.5303,0.6,0.0896,465,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,True,False,False,False,False,True
0,5,18,0,3,1,0.72,0.6667,0.58,0.2239,517,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,True,False,False,True,False,False
0,2,13,0,2,1,0.32,0.303,0.21,0.2239,82,0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683,True,False,False,False,False,False
1,4,0,0,4,1,0.42,0.4242,0.77,0.0,25,0.8660254037844387,-0.4999999999999998,0.0,1.0,False,False,True,True,False,False
1,7,2,0,4,1,0.66,0.6212,0.65,0.0896,9,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,False,True,False,False,True,False
1,11,6,0,0,0,0.22,0.2424,0.47,0.1045,11,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,False,True,False,False,False,True
1,2,13,0,0,0,0.3,0.303,0.49,0.1642,261,0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683,True,False,False,False,False,False
0,3,2,0,1,1,0.34,0.303,0.71,0.3284,6,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,False,True,False,True,False,False
0,6,18,0,2,1,0.76,0.7273,0.7,0.2537,536,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,False,True,False,False,True,False
1,10,12,0,2,1,0.52,0.5,0.45,0.3284,325,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,False,True,False,False,False,True
1,5,11,0,5,1,0.56,0.5303,0.35,0.2537,291,0.49999999999999994,-0.8660254037844387,0.258819045102521,-0.9659258262890682,True,False,False,True,False,False
0,12,5,0,3,1,0.32,0.2879,0.57,0.3582,9,-2.4492935982947064e-16,1.0,0.9659258262890683,0.25881904510252074,True,False,False,False,False,False
0,5,2,0,4,1,0.44,0.4394,0.94,0.194,15,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,True,False,False,True,False,False
0,10,23,0,4,1,0.34,0.303,0.61,0.4179,68,-0.8660254037844386,0.5000000000000001,-0.25881904510252157,0.9659258262890681,True,False,False,False,False,True
0,2,3,0,5,1,0.14,0.1667,0.63,0.1045,1,0.8660254037844386,0.5000000000000001,0.7071067811865476,0.7071067811865476,False,True,False,False,False,False
0,5,18,1,1,0,0.86,0.7879,0.41,0.1642,249,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,True,False,False,True,False,False
1,6,10,0,2,1,0.64,0.5758,0.89,0.2836,125,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,False,False,True,True,False,False
1,5,1,0,1,1,0.52,0.5,0.77,0.194,9,0.49999999999999994,-0.8660254037844387,0.25881904510252074,0.9659258262890683,False,True,False,True,False,False
0,1,8,0,3,1,0.24,0.2576,0.93,0.1045,197,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,False,True,False,False,False,False
1,10,0,0,2,1,0.38,0.3939,0.82,0.2239,31,-0.8660254037844386,0.5000000000000001,0.0,1.0,False,True,False,False,False,True
0,3,11,0,2,1,0.44,0.4394,0.51,0.3284,86,1.0,6.123233995736766e-17,0.258819045102521,-0.9659258262890682,True,False,False,True,False,False
0,11,21,0,1,1,0.54,0.5152,0.77,0.2239,156,-0.5000000000000004,0.8660254037844384,-0.7071067811865477,0.7071067811865474,False,True,False,False,False,True
1,9,16,0,3,1,0.72,0.6515,0.37,0.1642,509,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,True,False,False,False,True,False
1,7,14,0,5,1,0.8,0.7121,0.38,0.0,369,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,False,True,False,False,True,False
1,7,7,0,0,0,0.8,0.803,0.66,0.0,52,-0.4999999999999997,-0.8660254037844388,0.9659258262890683,-0.25881904510252063,True,False,False,False,True,False
0,10,7,0,5,1,0.56,0.5303,0.88,0.194,147,-0.8660254037844386,0.5000000000000001,0.9659258262890683,-0.25881904510252063,False,False,True,False,False,True
1,12,1,0,4,1,0.26,0.2424,0.48,0.2836,16,-2.4492935982947064e-16,1.0,0.25881904510252074,0.9659258262890683,True,False,False,False,False,True
1,8,6,0,4,1,0.6,0.5758,0.78,0.1642,165,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,True,False,False,False,True,False
0,4,10,0,6,0,0.48,0.4697,0.44,0.3881,279,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,True,False,False,True,False,False
1,2,6,0,0,0,0.1,0.0758,0.49,0.3881,2,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,True,False,False,False,False,False
1,12,5,0,1,1,0.38,0.3939,0.94,0.1045,27,-2.4492935982947064e-16,1.0,0.9659258262890683,0.25881904510252074,False,True,False,False,False,True
1,7,22,0,6,0,0.6,0.5455,0.88,0.1045,180,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,False,True,False,False,True,False
1,9,4,0,2,1,0.62,0.5455,0.94,0.3582,7,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,False,True,False,False,True,False
1,11,13,0,0,0,0.54,0.5152,0.45,0.1045,686,-0.5000000000000004,0.8660254037844384,-0.2588190451025208,-0.9659258262890683,True,False,False,False,False,True
0,1,2,0,0,0,0.02,0.0606,0.62,0.1343,18,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,True,False,False,False,False,False
0,10,17,0,0,0,0.5,0.4848,0.63,0.1343,340,-0.8660254037844386,0.5000000000000001,-0.9659258262890683,-0.25881904510252063,True,False,False,False,False,True
1,7,11,0,2,1,0.86,0.803,0.47,0.0,206,-0.4999999999999997,-0.8660254037844388,0.258819045102521,-0.9659258262890682,False,True,False,False,True,False
0,3,9,0,6,0,0.32,0.303,0.93,0.2239,63,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475,False,True,False,False,False,False
0,4,18,0,1,1,0.68,0.6364,0.57,0.3582,499,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,True,False,False,True,False,False
1,2,5,0,2,1,0.2,0.2576,0.69,0.0,15,0.8660254037844386,0.5000000000000001,0.9659258262890683,0.25881904510252074,True,False,False,False,False,False
1,8,19,0,2,1,0.74,0.6667,0.45,0.1642,597,-0.8660254037844385,-0.5000000000000004,-0.9659258262890684,0.2588190451025203,True,False,False,False,True,False
1,6,14,0,6,0,0.88,0.7727,0.3,0.2537,409,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,True,False,False,False,True,False
1,10,17,0,2,1,0.52,0.5,0.68,0.1642,806,-0.8660254037844386,0.5000000000000001,-0.9659258262890683,-0.25881904510252063,False,True,False,False,False,True
0,11,9,0,2,1,0.4,0.4091,0.66,0.1642,222,-0.5000000000000004,0.8660254037844384,0.7071067811865476,-0.7071067811865475,True,False,False,False,False,True
0,3,4,0,2,1,0.22,0.2727,0.64,0.0,2,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,True,False,False,False,False,False
1,6,6,0,3,1,0.64,0.5758,0.89,0.0896,165,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,False,True,False,True,False,False
0,11,23,0,4,1,0.34,0.3333,0.57,0.1642,82,-0.5000000000000004,0.8660254037844384,-0.25881904510252157,0.9659258262890681,False,True,False,False,False,True
0,5,18,0,1,1,0.64,0.6061,0.65,0.194,518,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,False,True,False,True,False,False
0,10,14,0,0,0,0.6,0.6212,0.4,0.2985,462,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,True,False,False,False,False,True
1,7,10,0,3,1,0.9,0.8485,0.42,0.194,138,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387,True,False,False,False,True,False
1,7,1,0,5,1,0.78,0.7273,0.55,0.2239,29,-0.4999999999999997,-0.8660254037844388,0.25881904510252074,0.9659258262890683,True,False,False,False,True,False
0,3,6,0,2,1,0.4,0.4091,0.87,0.2537,60,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,True,False,False,True,False,False
0,10,10,0,0,0,0.32,0.3333,0.61,0.0896,178,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,True,False,False,False,False,True
1,4,16,0,1,1,0.56,0.5303,0.6,0.194,347,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,True,False,False,True,False,False
1,6,3,0,1,1,0.56,0.5303,0.6,0.1642,5,1.2246467991473532e-16,-1.0,0.7071067811865476,0.7071067811865476,False,True,False,True,False,False
0,1,18,0,0,0,0.16,0.1364,0.4,0.3284,48,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False
0,10,8,0,0,0,0.44,0.4394,0.62,0.194,99,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,True,False,False,False,False,True
1,10,18,0,3,1,0.52,0.5,0.59,0.1642,884,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,True,False,False,False,False,True
0,3,9,0,1,1,0.34,0.303,0.81,0.3284,127,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475,False,True,False,True,False,False
0,1,20,0,4,1,0.26,0.2424,0.6,0.2836,126,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,False,True,False,False,False,False
1,7,8,0,1,1,0.66,0.6061,0.83,0.1642,455,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,False,True,False,False,True,False
1,10,20,0,4,1,0.52,0.5,0.88,0.1343,347,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,False,True,False,False,False,True
0,10,12,0,2,1,0.62,0.6212,0.43,0.0896,201,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,False,True,False,False,False,True
1,11,13,0,6,0,0.36,0.3333,0.46,0.3582,449,-0.5000000000000004,0.8660254037844384,-0.2588190451025208,-0.9659258262890683,False,True,False,False,False,True
1,3,3,0,0,0,0.36,0.3485,0.43,0.1343,26,1.0,6.123233995736766e-17,0.7071067811865476,0.7071067811865476,False,True,False,False,False,False
0,7,8,0,1,1,0.74,0.697,0.66,0.2836,420,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,True,False,False,False,True,False
1,9,16,0,4,1,0.74,0.697,0.7,0.2239,416,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,True,False,False,False,True,False
0,2,2,0,2,1,0.16,0.2273,0.69,0.0,2,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,False,True,False,False,False,False
0,1,22,0,0,0,0.14,0.1212,0.46,0.2985,15,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,False
1,3,22,0,5,1,0.36,0.3788,0.87,0.0,75,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,False,True,False,False,False,False
1,5,12,0,5,1,0.62,0.6212,0.41,0.194,360,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,True,False,False,True,False,False
1,10,0,0,1,1,0.4,0.4091,0.62,0.0,31,-0.8660254037844386,0.5000000000000001,0.0,1.0,True,False,False,False,False,True
1,10,13,0,5,1,0.58,0.5455,0.68,0.1343,337,-0.8660254037844386,0.5000000000000001,-0.2588190451025208,-0.9659258262890683,False,True,False,False,False,True
0,4,21,0,1,1,0.56,0.5303,0.37,0.2836,151,0.8660254037844387,-0.4999999999999998,-0.7071067811865477,0.7071067811865474,True,False,False,True,False,False
1,9,8,0,0,0,0.48,0.4697,0.67,0.1045,144,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,True,False,False,False,False,True
0,8,23,0,2,1,0.62,0.6061,0.61,0.0,93,-0.8660254037844385,-0.5000000000000004,-0.25881904510252157,0.9659258262890681,True,False,False,False,True,False
1,9,11,0,4,1,0.72,0.6667,0.51,0.1642,294,-1.0,-1.8369701987210297e-16,0.258819045102521,-0.9659258262890682,False,True,False,False,False,True
0,2,1,1,1,0,0.34,0.303,0.42,0.3284,13,0.8660254037844386,0.5000000000000001,0.25881904510252074,0.9659258262890683,False,True,False,False,False,False
1,4,11,0,4,1,0.46,0.4545,0.94,0.2239,151,0.8660254037844387,-0.4999999999999998,0.258819045102521,-0.9659258262890682,False,True,False,True,False,False
1,2,10,0,3,1,0.4,0.4091,0.62,0.1343,133,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,True,False,False,False,False,False
1,7,3,1,3,0,0.68,0.6364,0.74,0.194,32,-0.4999999999999997,-0.8660254037844388,0.7071067811865476,0.7071067811865476,True,False,False,False,True,False
0,8,13,0,1,1,0.74,0.6515,0.3,0.4627,205,-0.8660254037844385,-0.5000000000000004,-0.2588190451025208,-0.9659258262890683,True,False,False,False,True,False
0,3,14,0,2,1,0.5,0.4848,0.42,0.3284,101,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,True,False,False,True,False,False
1,8,1,0,4,1,0.7,0.6667,0.79,0.1343,28,-0.8660254037844385,-0.5000000000000004,0.25881904510252074,0.9659258262890683,True,False,False,False,True,False
1,7,0,0,6,0,0.72,0.6667,0.48,0.0896,191,-0.4999999999999997,-0.8660254037844388,0.0,1.0,False,True,False,False,True,False
0,12,16,0,5,1,0.38,0.3939,0.5,0.2985,181,-2.4492935982947064e-16,1.0,-0.8660254037844385,-0.5000000000000004,True,False,False,False,False,False
0,4,10,0,3,1,0.4,0.4091,0.37,0.3881,69,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,True,False,False,True,False,False
0,3,18,0,6,0,0.42,0.4242,0.54,0.1642,145,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False
1,11,15,0,4,1,0.36,0.3333,0.43,0.2836,220,-0.5000000000000004,0.8660254037844384,-0.7071067811865471,-0.7071067811865479,True,False,False,False,False,True
1,9,18,0,4,1,0.66,0.6212,0.69,0.2239,899,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,False,True,False,False,False,True
1,12,11,0,3,1,0.44,0.4394,0.44,0.2836,172,-2.4492935982947064e-16,1.0,0.258819045102521,-0.9659258262890682,True,False,False,False,False,True
1,1,18,0,0,0,0.34,0.3182,0.46,0.2239,181,0.49999999999999994,0.8660254037844387,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False
0,3,22,0,2,1,0.24,0.2727,0.62,0.1045,47,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,False
1,5,13,0,2,1,0.64,0.6061,0.65,0.2537,219,0.49999999999999994,-0.8660254037844387,-0.2588190451025208,-0.9659258262890683,False,False,True,True,False,False
1,3,8,0,5,1,0.28,0.303,0.75,0.0896,549,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,True,False,False,False,False,False
0,7,20,0,1,1,0.72,0.697,0.74,0.1343,302,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,True,False,False,False,True,False
